DOI,References,Score,Title,Authors,Year,Abstract
10.1016/0361-9230(89)90223-2,"['10.1016/0165-0173(83)90038-3', '10.3758/bf03332973', '10.1016/s0022-3565(25)32116-6', '10.1007/bf00432132', '10.1016/0091-3057(83)90290-3', '10.1037/h0081662', '10.1016/0091-3057(86)90392-8', '10.1016/0091-3057(86)90117-6', '10.1016/0091-3057(81)90196-9', '10.1016/0091-3057(86)90150-4', '10.1016/0091-3057(86)90389-8', '10.1016/0091-3057(79)90299-5', '10.1016/0361-9230(89)90224-4', '10.1007/bf00432512', '10.1016/0091-3057(86)90348-5', '10.1016/0091-3057(80)90453-0', '10.1016/0006-8993(86)90598-6', '10.1007/bf00735892', '10.1007/bf00310507', '10.1007/bf00432775']",0.668266,Dissociating the effects of altered dopaminergic function on performance and learning,Richard J. Beninger,1989.0,
10.1152/physrev.1991.71.1.155,[],0.670984,Mesocorticolimbic dopaminergic network: functional and regulatory roles,M. Le Moal; H. Simon,1991.0,
10.1007/bf00342633,"['10.1038/228477a0', '10.1103/revmodphys.34.135', '10.1109/tssc.1969.300225', '10.1007/bf00571695', '10.1113/jphysiol.1959.sp006308', '10.1113/jphysiol.1962.sp006837', '10.1152/jn.1965.28.2.229', '10.1007/bf00288907', '10.1113/jphysiol.1969.sp008820', '10.1098/rspb.1970.0040']",0.633258,Cognitron: A self-organizing multilayered neural network,Kunihiko Fukushima,1975.0,
10.1152/jn.1972.35.1.96,[],0.626895,Visual properties of neurons in inferotemporal cortex of the Macaque.,C G Gross; C E Rocha-Miranda; D B Bender,1972.0,
10.1113/jphysiol.1962.sp006837,[],0.638421,"Receptive fields, binocular interaction and functional architecture in the cat's visual cortex",D. H. Hubel; T. N. Wiesel,1962.0,
10.1152/jn.1965.28.2.229,[],0.64472,RECEPTIVE FIELDS AND FUNCTIONAL ARCHITECTURE IN TWO NONSTRIATE VISUAL AREAS (18 AND 19) OF THE CAT,David H. Hubel; Torsten N. Wiesel,1965.0,
10.1098/rspb.1977.0085,"['10.1007/bf00234062', '10.1113/jphysiol.1964.sp007463', '10.1113/jphysiol.1962.sp006991', '10.1007/bf00234129', '10.1093/brain/49.1.1', '10.1016/0006-8993(75)90749-0', '10.1016/0006-8993(72)90344-7', '10.1016/0006-8993(74)90607-6', '10.1002/cne.901600302', '10.1016/0006-8993(67)90166-7', '10.1016/0006-8993(73)90782-8', '10.1002/cne.901630106', '10.1113/jphysiol.1977.sp011863', '10.1002/ar.1091580313', '10.1016/0014-4886(73)90040-x', '10.1002/cne.901280104', '10.1002/cne.901440106', '10.1007/bf00335403', '10.1002/cne.901390403', '10.1152/jn.1972.35.4.518']",0.643193,Ferrier lecture - Functional architecture of macaque monkey visual cortex,,1977.0,"<jats:p>Of the many possible functions of the macaque monkey primary visual cortex (striate cortex, area 17) two are now fairly well understood. First, the incoming information from the lateral geniculate bodies is rearranged so that most cells in the striate cortex respond to specifically oriented line segments, and, second, information originating from the two eyes converges upon single cells. The rearrangement and convergence do not take place immediately, however: in layer IVc, where the bulk of the afferents terminate, virtually all cells have fields with circular symmetry and are strictly monocular, driven from the left eye or from the right, but not both; at subsequent stages, in layers above and below IVc, most cells show orientation specificity, and about half are binocular. In a binocular cell the receptive fields in the two eyes are on corresponding regions in the two retinas and are identical in structure, but one eye is usually more effective than the other in influencing the cell; all shades of ocular dominance are seen. These two functions are strongly reflected in the architecture of the cortex, in that cells with common physiological properties are grouped together in vertically organized systems of columns. In an ocular dominance column all cells respond preferentially to the same eye. By four independent anatomical methods it has been shown that these columns have the form of vertically disposed alternating left-eye and right-eye slabs, which in horizontal section form alternating stripes about 400 μm thick, with occasional bifurcations and blind endings. Cells of like orientation specificity are known from physiological recordings to be similarly grouped in much narrower vertical sheeet-like aggregations, stacked in orderly sequences so that on traversing the cortex tangentially one normally encounters a succession of small shifts in orientation, clockwise or counterclockwise; a 1 mm traverse is usually accompanied by one or several full rotations through 180°, broken at times by reversals in direction of rotation and occasionally by large abrupt shifts. A full complement of columns, of either type, left-plus-right eye or a complete 180° sequence, is termed a hypercolumn. Columns (and hence hypercolumns) have roughly the same width throughout the binocular part of the cortex. The two independent systems of hypercolumns are engrafted upon the well known topographic representation of the visual field. The receptive fields mapped in a vertical penetration through cortex show a scatter in position roughly equal to the average size of the fields themselves, and the area thus covered, the aggregate receptive field, increases with distance from the fovea. A parallel increase is seen in reciprocal magnification (the number of degrees of visual field corresponding to 1 mm of cortex). Over most or all of the striate cortex a movement of 1-2 mm, traversing several hypercolumns, is accompanied by a movement through the visual field about equal in size to the local aggregate receptive field. Thus any 1-2 mm block of cortex contains roughly the machinery needed to subserve an aggregate receptive field. In the cortex the fall-off in detail with which the visual field is analysed, as one moves out from the foveal area, is accompanied not by a reduction in thickness of layers, as is found in the retina, but by a reduction in the area of cortex (and hence the number of columnar units) devoted to a given amount of visual field: unlike the retina, the striate cortex is virtually uniform morphologically but varies in magnification. In most respects the above description fits the newborn monkey just as well as the adult, suggesting that area 17 is largely genetically programmed. The ocular dominance columns, however, are not fully developed at birth, since the geniculate terminals belonging to one eye occupy layer IVc throughout its length, segregating out into separate columns only after about the first 6 weeks, whether or not the animal has visual experience. If one eye is sutured closed during this early period the columns belonging to that eye become shrunken and their companions correspondingly expanded. This would seem to be at least in part the result of interference with normal maturation, though sprouting and retraction of axon terminals are not excluded."
10.1016/0893-6080(89)90020-8,['10.1090/trans2/017/10'],0.652525,Multilayer feedforward networks are universal approximators,Kurt Hornik; Maxwell Stinchcombe; Halbert White,1989.0,
10.7551/mitpress/5236.001.0001,[],0.662942,Parallel Distributed Processing,David E. Rumelhart; James L. McClelland,1986.0,
10.1147/rd.33.0210,[],0.689087,Some Studies in Machine Learning Using the Game of Checkers,A. L. Samuel,1959.0,
10.1023/a:1022633531479,"['10.1016/b978-0-934613-41-5.50014-3', '10.1109/tsmc.1983.6313077', '10.1007/bf00317987', '10.3758/bf03205056', '10.1016/0166-4328(86)90092-6', '10.21236/ada164453', '10.1147/rd.33.0210', '10.1037/0033-295x.88.2.135', '10.21236/ad0241531', '10.1016/s0019-9958(77)90354-0']",0.656788,Learning to Predict by the Methods of Temporal Differences,Richard S. Sutton,1988.0,
10.1162/neco.1989.1.3.321,['10.1162/neco.1989.1.1.1'],0.657245,Neurogammon Wins Computer Olympiad,Gerald Tesauro,1989.0,"<jats:p> Neurogammon 1.0 is a backgammon program which uses multilayer neural networks to make move decisions and doubling decisions. The networks learned to play backgammon by backpropagation training on expert data sets. At the recently held First Computer Olympiad in London, Neurogammon won the backgammon competition with a perfect record of five wins and no losses, thereby becoming the first learning program ever to win a tournament. "
10.1007/bf00992697,"['10.1016/b978-0-934613-41-5.50014-3', '10.1145/76359.76371', '10.1016/0004-3702(74)90027-7', '10.1016/0893-6080(89)90020-8', '10.1016/0004-3702(88)90076-8', '10.1214/aoms/1177729586', '10.7551/mitpress/5236.001.0001', '10.1147/rd.33.0210', '10.1147/rd.116.0601', '10.1016/0004-3702(89)90017-9', '10.1137/1116025', '10.1109/proc.1976.10286', '10.1287/mnsc.23.8.853']",0.650985,Practical issues in temporal difference learning,Gerald Tesauro,1992.0,
10.1016/s0004-3702(99)00026-0,[],0.658713,Cooperative behavior acquisition for mobile robots in dynamically changing real worlds via vision-based reinforcement learning and development,Minoru Asada; Eiji Uchibe; Koh Hosoda,1999.0,
10.1109/iros.2008.4650953,"['10.1023/a:1020281327116', '10.1007/bf00992696', '10.1109/robot.2007.363633', '10.1109/robot.2002.1014739', '10.1016/j.robot.2004.03.003', '10.1109/iros.2005.1545257', '10.1109/iros.2006.282564', '10.1016/s0079-6123(06)65027-9', '10.5040/9781492596844', '10.1109/iros.2004.1389957']",0.65843,Learning perceptual coupling for motor primitives,J. Kober; B. Mohler; J. Peters,2008.0,
10.1080/088395198117848,"['10.1109/iros.1996.569012', '10.1007/3-540-64473-3_49', '10.1093/mind/lix.236.433', '10.1109/iros.1996.568989', '10.1023/a:1022699900025']",0.662612,Soccer server: A tool for research on multiagent systems,Itsuki Noda; Hitoshi Matsubara; Kazuo Hiraki; Ian Frank,1998.0,
10.1163/1568553041719519,"['10.1007/bf00198086', '10.1126/science.3975635', '10.1007/s004220050408', '10.1163/156855300x00061', '10.1007/978-1-4615-3618-5', '10.1080/00222895.1988.10735430']",0.657984,Reinforcement learning of humanoid rhythmic walking parameters based on visual information,Masaki Ogino; Yutaka Katoh; Masahiro Aono; Minoru Asada; Koh Hosoda,2004.0,
10.1177/0278364907087548,"['10.1023/a:1006559212014', '10.1023/a:1006511328852', '10.1109/robot.2000.846414', '10.1162/jocn.1993.5.4.408', '10.1162/neco.1997.9.2.271', '10.1177/027836499301200101', '10.1002/0471781819', '10.1002/rob.4620060203', '10.1207/s15516709cog1603_1', '10.1613/jair.301', '10.1109/tmech.2005.848290', '10.1109/jra.1987.1087068', '10.1023/a:1015727715131', '10.1002/0471722138', '10.1109/robot.2000.844073', '10.1017/cbo9780511665479', '10.1162/089976605774320557', '10.1023/a:1013258808932']",0.659522,Learning to Control in Operational Space,Jan Peters; Stefan Schaal,2008.0,"<jats:p> One of the most general frameworks for phrasing control problems for complex, redundant robots is operational-space control. However, while this framework is of essential importance for robotics and well understood from an analytical point of view, it can be prohibitively hard to achieve accurate control in the face of modeling errors, which are inevitable in complex robots (e.g. humanoid robots). In this paper, we suggest a learning approach for operational-space control as a direct inverse model learning problem. A first important insight for this paper is that a physically correct solution to the inverse problem with redundant degrees of freedom does exist when learning of the inverse map is performed in a suitable piecewise linear way. The second crucial component of our work is based on the insight that many operational-space controllers can be understood in terms of a constrained optimal control problem. The cost function associated with this optimal control problem allows us to formulate a learning algorithm that automatically synthesizes a globally consistent desired resolution of redundancy while learning the operational-space controller. From the machine learning point of view, this learning problem corresponds to a reinforcement learning problem that maximizes an immediate reward. We employ an expectation-maximization policy search algorithm in order to solve this problem. Evaluations on a three degrees-of-freedom robot arm are used to illustrate the suggested approach. The application to a physically realistic simulator of the anthropomorphic SARCOS Master arm demonstrates feasibility for complex high degree-of-freedom robots. We also show that the proposed method works in the setting of learning resolved motion rate control on a real, physical Mitsubishi PA-10 medical robotics arm. "
10.1016/j.neunet.2008.02.003,"['10.1162/089976698300017746', '10.21236/ada280862', '10.1162/neco.1997.9.2.349', '10.1613/jair.806', '10.1613/jair.807', '10.1162/neco.2007.12-05-077', '10.1109/ijcnn.1992.287219', '10.1016/s0921-8890(97)00043-2', '10.1016/j.conb.2005.10.011', '10.1287/ijoc.14.3.192.113', '10.1145/318371.318612', '10.1145/84537.84552', '10.1163/156855307782148550', '10.1016/0893-6080(90)90056-q', '10.1109/robot.2002.1014739', '10.1007/3-540-44581-1_40', '10.1287/mnsc.45.11.1570', '10.1109/robot.2004.1307456', '10.1109/iros.2005.1545206']",0.658796,Reinforcement learning of motor skills with policy gradients,Jan Peters; Stefan Schaal,2008.0,
10.1109/icnn.1993.298623,"['10.1016/0893-6080(90)90006-7', '10.1016/0893-6080(88)90003-2', '10.7551/mitpress/5236.001.0001']",0.658778,A direct adaptive method for faster backpropagation learning: the RPROP algorithm,M. Riedmiller; H. Braun,,
10.1177/105971230501300301,"['10.1007/3-540-64473-3_74', '10.1007/3-540-48422-1_28', '10.1613/jair.575', '10.1613/jair.639', '10.1007/3-540-64473-3_76', '10.1080/088395198117848', '10.1002/9780470316887', '10.1007/3-540-45324-5_40', '10.7551/mitpress/4151.001.0001', '10.1007/3-540-45603-1_22', '10.1007/3-540-45324-5_23', '10.1007/3-540-48422-1_21', '10.1016/s0004-3702(99)00052-1', '10.1162/neco.1994.6.2.215', '10.1109/9.580874']",0.656919,Reinforcement Learning for RoboCup Soccer Keepaway,Peter Stone; Richard S. Sutton; Gregory Kuhlmann,2005.0,"<jats:p> RoboCup simulated soccer presents many challenges to reinforcement learning methods, including a large state space, hidden and uncertain state, multiple independent agents learning simultaneously, and long and variable delays in the effects of actions. We describe our application of episodic SMDP Sarsa(λ) with linear tile-coding function approximation and variable λ to learning higher-level decisions in a keepaway subtask of RoboCup soccer. In keepaway, one team, “the keepers,” tries to keep control of the ball for as long as possible despite the efforts of “the takers.” The keepers learn individually when to hold the ball and when to pass to a teammate. Our agents learned policies that significantly outperform a range of benchmark policies. We demonstrate the generality of our approach by applying it to a number of task variations including different field sizes and different numbers of players on each team. "
10.1016/0004-3702(89)90017-9,"['10.1207/s15516709cog0901_7', '10.1038/scientificamerican0680-64', '10.1016/0893-6080(88)90023-8', '10.1007/bf00336991', '10.1007/bf00317987', '10.1038/333452a0', '10.1016/0022-2836(88)90564-5', '10.1016/s0885-2308(86)80008-0', '10.1038/323533a0', '10.1147/rd.33.0210']",0.652655,A parallel network that learns to play backgammon,G. Tesauro; T.J. Sejnowski,1989.0,
