DOI,Title,Authors,Year,References,Score,Layer
10.1109/icnn.1993.298623,A direct adaptive method for faster backpropagation learning: the RPROP algorithm,M. Riedmiller; H. Braun,,"['10.1016/0893-6080(90)90006-7', '10.1016/0893-6080(88)90003-2', '10.7551/mitpress/5236.001.0001']",0.658778,2
10.1177/105971230501300301,Reinforcement Learning for RoboCup Soccer Keepaway,Peter Stone; Richard S. Sutton; Gregory Kuhlmann,2005.0,"['10.1007/3-540-64473-3_74', '10.1007/3-540-48422-1_28', '10.1613/jair.575', '10.1613/jair.639', '10.1007/3-540-64473-3_76', '10.1080/088395198117848', '10.1002/9780470316887', '10.1007/3-540-45324-5_40', '10.7551/mitpress/4151.001.0001', '10.1007/3-540-45603-1_22', '10.1007/3-540-45324-5_23', '10.1007/3-540-48422-1_21', '10.1016/s0004-3702(99)00052-1', '10.1162/neco.1994.6.2.215', '10.1109/9.580874']",0.656919,2
10.1016/0004-3702(89)90017-9,A parallel network that learns to play backgammon,G. Tesauro; T.J. Sejnowski,1989.0,"['10.1207/s15516709cog0901_7', '10.1038/scientificamerican0680-64', '10.1016/0893-6080(88)90023-8', '10.1007/bf00336991', '10.1007/bf00317987', '10.1038/333452a0', '10.1016/0022-2836(88)90564-5', '10.1016/s0885-2308(86)80008-0', '10.1038/323533a0', '10.1147/rd.33.0210']",0.652655,2
10.1016/j.robot.2004.05.005,Real-time object tracking for soccer-robots without color information,André Treptow; Andreas Zell,2004.0,"['10.1007/978-1-4757-3437-9_17', '10.1109/afgr.2002.1004124', '10.1023/a:1008078328650', '10.1109/iros.2000.895274', '10.1007/978-3-540-45135-8_14', '10.1007/3-540-45327-x_13']",0.655913,2
10.1016/0885-2308(87)90026-x,Learning sets of filters using back-propagation,David C. Plaut; Geoffrey E. Hinton,1987.0,"['10.1207/s15516709cog0901_7', '10.1109/pgec.1967.264666', '10.1016/s0885-2308(86)80008-0', '10.1038/323533a0', '10.1109/tpami.1986.4767769']",0.679214,2
10.1126/science.269.5232.1860,Replicator Neural Networks for Universal Optimal Source Coding,Robert Hecht-Nielsen,1995.0,"['10.1162/neco.1993.5.1.140', '10.1016/0893-6080(91)90040-c', '10.1109/18.256500', '10.1038/355161a0', '10.1002/j.1538-7305.1948.tb01340.x', '10.1016/0893-6080(89)90014-2', '10.1007/978-3-642-49207-5', '10.1007/978-1-4757-2249-9', '10.1007/978-1-4612-0877-8', '10.1162/neco.1994.6.4.696', '10.1109/18.42184', '10.1109/tit.1979.1056067', '10.1080/01621459.1989.10478797', '10.1126/science.7761831', '10.1162/neco.1994.6.6.1262', '10.1016/0893-6080(89)90020-8', '10.1017/9781139171809', '10.1109/18.256488', '10.1088/0954-898x_4_4_001']",0.656931,2
10.1162/neco.1997.9.7.1493,Dimension Reduction by Local Principal Component Analysis,Nandakishore Kambhatla; Todd K. Leen,1997.0,"['10.1016/0893-6080(89)90014-2', '10.1007/bf00332918', '10.2307/2289282', '10.1109/83.465101', '10.1109/t-c.1971.223208', '10.1016/0893-6080(89)90003-8', '10.1080/01621459.1989.10478797', '10.1126/science.269.5232.1860', '10.1103/physreva.41.5325', '10.1016/0893-6080(89)90020-8', '10.1002/aic.690370209', '10.1007/bf00275687', '10.1142/s0129065789000475', '10.1162/neco.1994.6.5.916', '10.1209/0295-5075/10/7/015', '10.1109/tassp.1985.1164557', '10.1162/neco.1993.5.3.363']",0.659044,2
10.1073/pnas.79.8.2554,Neural networks and physical systems with emergent collective computational abilities.,J J Hopfield,1982.0,,,2
10.1162/neco.2006.18.7.1527,A Fast Learning Algorithm for Deep Belief Nets,Geoffrey E. Hinton; Simon Osindero; Yee-Whye Teh,2006.0,"['10.1109/34.993558', '10.1023/a:1012454411458', '10.1006/inco.1995.1136', '10.2307/2287576', '10.1162/089976602760128018', '10.1126/science.7761831', '10.1109/5.726791', '10.1364/josaa.20.001434', '10.1109/34.982899', '10.1016/0004-3702(92)90065-6', '10.1109/tip.2005.852470', '10.1016/0893-6080(89)90044-0', '10.1162/jmlr.2003.4.7-8.1235']",0.668919,2
10.1002/(sici)1097-4571(199009)41:6<391::aid-asi1>3.0.co;2-9,Indexing by latent semantic analysis,Scott Deerwester; Susan T. Dumais; George W. Furnas; Thomas K. Landauer; Richard Harshman,1990.0,,,2
10.1126/science.290.5500.2323,Nonlinear Dimensionality Reduction by Locally Linear Embedding,Sam T. Roweis; Lawrence K. Saul,2000.0,"['10.1007/bf02293745', '10.1002/aic.690370209', '10.1007/978-3-662-00784-6', '10.1162/089976698300017953', '10.1016/s0031-3203(99)00078-3', '10.1080/01621459.1989.10478797', '10.1016/0893-6080(94)90109-0', '10.1126/science.272.5270.1905', '10.1137/1.9780898719581', '10.1038/44565', '10.1137/1.9781611970265', '10.1162/neco.1997.9.7.1493']",0.667949,2
10.1126/science.290.5500.2319,A Global Geometric Framework for Nonlinear Dimensionality Reduction,Joshua B. Tenenbaum; Vin de Silva; John C. Langford,2000.0,"['10.1126/science.1598577', '10.1126/science.210.4468.390', '10.1162/jocn.1991.3.1.71', '10.1007/bf01421486', '10.1126/science.1908118', '10.1121/1.395916', '10.1121/1.1912239', '10.1126/science.1857964', '10.1126/science.269.5224.676', '10.1046/j.1365-8711.1998.01596.x', '10.1126/science.356262', '10.1038/326689a0', '10.1007/978-3-662-00784-6_5', '10.1080/01621459.1989.10478797', '10.1002/aic.690370209', '10.1126/science.269.5232.1860', '10.1162/089976698300017953', '10.1016/0165-1684(94)90029-9', '10.1162/neco.1995.7.6.1129', '10.1126/science.1251207']",0.670104,2
10.1109/21.97471,Outline for a theory of intelligence,J.S. Albus,1991.0,"['10.1098/rspb.1978.0020', '10.1145/356924.356930', '10.1098/rspb.1977.0085', '10.1016/0004-3702(81)90025-4', '10.1145/356869.356871', '10.1115/1.3426923', '10.1115/1.3426922', '10.1073/pnas.79.8.2554', '10.1109/2.29', '10.3138/9781487576752', '10.1016/0025-5564(71)90051-4', '10.1016/0004-3702(87)90050-6', '10.1145/356810.356816', '10.1016/b978-1-55860-092-8.50012-5', '10.1016/s0921-8890(05)80030-2', '10.1037/11494-000', '10.1016/0025-5564(79)90063-4', '10.1136/jnnp.20.1.11', '10.1007/978-94-009-7758-7']",0.658353,2
10.1002/j.1556-6676.1992.tb01670.x,What Counselors Should Know About the Use and Interpretation of Psychological Tests,ANNE ANASTASI,1992.0,"['10.1037/h0029767', '10.1037/0003-066x.38.2.175', '10.1002/j.1556-6676.1985.tb01015.x', '10.1146/annurev.ps.37.020186.000245', '10.1037/0033-2909.93.1.179', '10.1037/0021-9010.72.3.457', '10.1037/0003-066x.35.11.1012', '10.1037/0003-066x.36.10.1181', '10.1146/annurev.ps.29.020178.001143']",0.659257,2
10.3406/psy.1904.3675,Méthodes nouvelles pour le diagnostic du niveau intellectuel des anormaux,Alfred Binet; Th. Simon,1904.0,,,2
10.2307/2184371,Psychologism and Behaviorism,Ned Block,1981.0,,,2
10.1007/978-3-662-04978-5,Information and Randomness,Cristian S. Calude,2002.0,,,2
10.1017/cbo9780511571312,Human Cognitive Abilities,John B. Carroll,1993.0,,,2
10.1007/bf02084159,Gödel's theorem and information,Gregory J. Chaitin,1982.0,"['10.1007/bf02084158', '10.1109/tit.1974.1055172', '10.1145/321832.321839', '10.1038/scientificamerican0575-47', '10.1145/321892.321894', '10.1147/rd.214.0350', '10.1002/cpa.3160310407', '10.1090/pspum/028.2/0432534', '10.1007/978-1-4613-9435-8_10', '10.1038/scientificamerican1179-20', '10.1080/00029890.1982.11995373']",0.664038,2
10.1109/jproc.1995.481636,Review of Computational Intelligence: Imitating Life [Book Reviews],D.B. Fogel,1995.0,,,2
10.1093/mind/xcix.393.53,Subcognition and the Limits of the TuringTest,ROBERT M. FRENCH,1990.0,,,2
10.1016/s0160-2896(97)90011-8,"Mainstream science on intelligence: An editorial with 52 signatories, history, and bibliography",Linda S. Gottfredson,1997.0,"['10.1037/0003-066x.51.2.77', '10.1037/h0038215', '10.1037/0003-066x.42.2.137']",0.659972,2
10.1016/s0160-2896(97)90014-3,Why g matters: The complexity of everyday life,Linda S. Gottfredson,1997.0,"['10.1037/0033-2909.102.1.3', '10.1016/0001-8791(86)90017-5', '10.1111/j.1744-6570.1991.tb00688.x', '10.1037/0021-9010.78.3.443', '10.1037/0021-9010.80.1.168', '10.1037/0021-9010.76.6.863', '10.5465/amr.1988.4306775', '10.1016/s0160-2896(97)90012-x', '10.1037/0003-066x.50.11.928', '10.1037/0096-3445.115.3.255', '10.1016/s0160-2896(97)90017-9', '10.1037/0021-9010.65.6.697', '10.1016/0001-8791(86)90008-4', '10.1016/0001-8791(84)90018-6', '10.1037/0021-9010.68.4.602', '10.1016/0001-8791(86)90013-8', '10.1037/0033-2909.96.1.72', '10.1037/0021-9010.75.1.28']",0.658082,2
10.1080/09528138908953691,"Minds, machines and Searle",STEVAN HARNAD,1989.0,"['10.1017/s0140525x0000577x', '10.1017/s0140525x00001515', '10.1017/s0140525x00059859', '10.1017/s0140525x00058611', '10.1017/s0140525x00001771', '10.1017/s0140525x0001921x', '10.1093/brain/88.2.237', '10.1152/jn.1965.28.2.229', '10.1111/j.1749-6632.1976.tb25468.x', '10.1017/s0140525x00013959', '10.1017/s0031819100057983']",0.658279,2
10.1023/a:1008367325700,Beyond the Turing Test,Jose Hernandez-Orallo,2000.0,"['10.1109/18.720554', '10.1016/s0019-9958(75)90261-2', '10.1007/978-94-010-3578-1', '10.1007/bf02084159', '10.1007/978-3-642-67075-6', '10.1016/s0019-9958(67)91165-5', '10.2307/2183532', '10.1145/141420.141422', '10.1007/978-1-4757-2606-0', '10.1126/science.283.5398.77', '10.1037/0003-066x.51.2.77', '10.1109/18.481776', '10.1016/s0022-0000(73)80030-3']",0.658417,2
10.1016/b978-0-12-293850-4.50022-4,Organization of Data on Life-Span Development of Human Abilities,JOHN L. HORN,1970.0,,,2
10.1145/224538.224567,Deep Blue system overview,Feng-hsiung Hsu; Murray S. Campbell; A. Joseph Hoane,1995.0,,,2
10.1007/3-540-44795-4_20,Towards a Universal Theory of Artificial Intelligence Based on Algorithmic Probability and Sequential Decisions,Marcus Hutter,2001.0,"['10.1145/321892.321894', '10.1109/18.144706', '10.1007/978-1-4757-2606-0', '10.1016/s0893-6080(96)00127-x', '10.1016/s0019-9958(64)90223-2', '10.1109/tit.1978.1055913', '10.1023/a:1007383707642']",0.659649,2
10.1016/j.tcs.2007.05.016,On universal prediction and Bayesian confirmation,Marcus Hutter,2007.0,"['10.1111/j.2517-6161.1979.tb01066.x', '10.1109/18.54897', '10.1145/321892.321894', '10.1109/tit.2005.844059', '10.2307/2981683', '10.1016/0304-3975(83)90139-1', '10.1006/jcss.2000.1743', '10.1109/tit.2003.814488', '10.1109/18.651051', '10.1080/01621459.1996.10477003', '10.1109/tit.1976.1055501', '10.1109/18.720534', '10.1214/aos/1176346150', '10.1142/s0129054102001291', '10.1023/b:mach.0000015880.99707.b2', '10.1016/s0019-9958(64)90223-2', '10.1109/tit.1978.1055913']",0.65845,2
10.1109/72.554195,Face recognition: a convolutional neural-network approach,S. Lawrence; C.L. Giles; Ah Chung Tsoi; A.D. Back,1997.0,"['10.1109/acv.1994.341300', '10.1109/cvpr.1994.323814', '10.1117/12.191877', '10.1016/0031-3203(94)90081-7', '10.1007/bf00239352', '10.1007/3-540-60268-2_326', '10.1162/neco.1994.6.6.1289', '10.1113/jphysiol.1962.sp006837', '10.1162/neco.1995.7.5.867', '10.1109/5.58325', '10.1016/0031-3203(94)90031-0', '10.1109/34.254061', '10.1109/6.259484', '10.1109/icpr.1994.576879', '10.1109/5.381842', '10.1109/tassp.1987.1165110', '10.1109/72.143371', '10.1109/cvpr.1996.517076', '10.1109/dcc.1993.253111', '10.1007/978-3-642-97610-0']",0.62667,2
10.1162/neco.1995.7.6.1289,LeRec: A NN/HMM Hybrid for On-Line Handwriting Recognition,Yoshua Bengio; Yann LeCun; Craig Nohl; Chris Burges,1995.0,"['10.1109/72.125866', '10.1016/0031-3203(91)90081-f', '10.1162/neco.1989.1.4.541', '10.1038/323533a0', '10.1109/34.57669']",0.628406,2
10.1016/0031-3203(82)90024-3,Neocognitron: A new algorithm for pattern recognition tolerant of deformations and shifts in position,Kunihiko Fukushima; Sei Miyake,1982.0,"['10.1007/bf00344251', '10.1007/bf00342633', '10.1109/tssc.1969.300225']",0.630206,2
10.1162/neco.1993.5.3.419,Centered-Object Integrated Segmentation and Recognition of Overlapping Handprinted Characters,Gale L. Martin,1993.0,"['10.1016/0031-3203(86)90025-7', '10.1016/0262-8856(87)90071-0']",0.629486,2
10.1109/5.18626,A tutorial on hidden Markov models and selected applications in speech recognition,L.R. Rabiner,1989.0,"['10.1002/j.1538-7305.1983.tb03115.x', '10.1016/0167-6393(88)90053-2', '10.1109/icassp.1987.1169727', '10.1109/icassp.1986.1169179', '10.1016/s0885-2308(86)80009-2', '10.1109/icassp.1985.1168283', '10.1002/j.1538-7305.1985.tb00274.x', '10.1002/j.1538-7305.1985.tb00439.x', '10.1109/tassp.1985.1164586', '10.1016/s0885-2308(86)80021-3', '10.1109/tassp.1985.1164727', '10.1109/icassp.1987.1169604', '10.1109/icassp.1982.1171633', '10.1109/icassp.1987.1169731', '10.1109/icassp.1987.1169748', '10.1109/icassp.1985.1168477', '10.1090/s0002-9904-1967-11751-8', '10.1214/aoms/1177699147', '10.1109/proc.1973.9030']",0.623744,2
10.1007/978-1-4615-3210-1,Connectionist Speech Recognition,Hervé A. Bourlard; Nelson Morgan,1994.0,,,2
10.1109/5.156474,High-performance reading machines,S.N. Srihari,1992.0,"['10.1007/bf00133697', '10.1109/2.144438', '10.1109/tc.1978.1675179', '10.1007/bf01212455', '10.1109/tsmc.1979.4310076', '10.1109/icpr.1990.118197', '10.1016/0734-189x(89)90116-3', '10.1145/357423.357428', '10.1109/cvpr.1992.223205', '10.1142/s0218001491000156']",0.630331,2
10.1109/5.156477,Computer recognition of unconstrained handwritten numerals,C.Y. Suen; C. Nadal; R. Legault; T.A. Mai; L. Lam,1992.0,"['10.1109/21.105083', '10.1016/0165-1684(86)90001-0', '10.1016/0165-1684(91)90050-s', '10.1142/9789814434362_0011', '10.1016/0031-3203(86)90027-0', '10.1016/0031-3203(88)90017-9', '10.1109/34.62612', '10.1007/bf01215877', '10.1016/0031-3203(80)90043-6', '10.1142/s0218001487000023', '10.1016/0165-1684(82)90021-4', '10.1016/0031-3203(70)90029-4', '10.1016/0031-3203(86)90025-7', '10.1016/0031-3203(88)90041-6', '10.1109/tsmc.1977.4309763', '10.1109/proc.1980.11675', '10.1016/0031-3203(88)90068-4', '10.1142/s0218001491000156', '10.1109/icpr.1990.118143']",0.630294,2
10.1109/78.175747,Discriminative learning for minimum error classification (pattern recognition),B.-H. Juang; S. Katagiri,1992.0,"['10.1111/j.1469-1809.1936.tb02137.x', '10.4153/cjm-1954-037-2', '10.1109/pgec.1965.264207', '10.1109/tssc.1966.300080', '10.1109/pgec.1967.264666', '10.1109/nnsp.1991.239512', '10.1109/nnsp.1991.239540', '10.1016/0893-6080(89)90003-8', '10.1109/tassp.1987.1165237', '10.1109/massp.1987.1165576', '10.1109/jrproc.1961.287776', '10.1109/icnn.1988.23829', '10.1109/jrproc.1962.288194', '10.1109/29.1598']",0.629361,2
10.1007/bf00116037,The strength of weak learnability,Robert E. Schapire,1990.0,"['10.1016/0022-0000(80)90041-0', '10.1016/0022-0000(79)90045-x', '10.1016/0020-0190(87)90114-1', '10.1145/76359.76371', '10.1016/0890-5401(89)90001-1', '10.1016/b978-0-08-094829-4.50028-3', '10.1080/01621459.1963.10500830', '10.1145/28395.28426', '10.1145/73007.73049', '10.1145/48014.63140', '10.1145/1968.1972']",0.628255,2
10.1162/neco.1992.4.6.888,Local Learning Algorithms,Léon Bottou; Vladimir Vapnik,1992.0,"['10.2307/2282952', '10.1162/neco.1991.3.1.79', '10.1162/neco.1989.1.2.281']",0.631571,2
10.1007/bf02551274,Approximation by superpositions of a sigmoidal function,G. Cybenko,1989.0,"['10.1162/neco.1989.1.1.151', '10.1109/37.1866', '10.1145/12130.12158', '10.5802/aif.474', '10.1109/ijcnn.1989.118639', '10.1137/0905013', '10.1109/29.1651', '10.1016/0893-6080(89)90020-8', '10.1214/aos/1176349519', '10.1109/massp.1987.1165576', '10.1090/pspum/028.2/0507425', '10.1007/bf00336857', '10.7551/mitpress/5236.001.0001', '10.1145/1968.1972']",0.624865,2
10.1162/neco.1991.3.3.440,"Handwritten Digit Recognition Using <i>K</i> Nearest-Neighbor, Radial-Basis Function, and Backpropagation Neural Networks",Yuchun Lee,1991.0,"['10.1162/neco.1989.1.4.541', '10.1162/neco.1989.1.1.1']",0.630356,2
10.1109/tc.1978.1675179,A Multifont Word Recognition System for Postal Address Reading,Schurmann,1978.0,"['10.1109/tc.1977.1674755', '10.1145/356643.356645', '10.1109/t-c.1974.223971', '10.1147/rd.194.0398', '10.1016/0031-3203(76)90027-3', '10.1109/tit.1967.1054060']",0.643379,2
10.1162/neco.1994.6.5.851,Measuring the VC-Dimension of a Learning Machine,Vladimir Vapnik; Esther Levin; Yann Le Cun,1994.0,"['10.1162/neco.1993.5.2.278', '10.1162/neco.1989.1.1.151', '10.1016/0047-259x(82)90083-5', '10.1137/1116025']",0.628967,2
10.1103/physreva.45.6056,Statistical mechanics of learning from examples,H. S. Seung; H. Sompolinsky; N. Tishby,1992.0,"['10.1162/neco.1989.1.4.541', '10.1016/0022-2836(88)90564-5', '10.1038/331679a0', '10.1038/340468a0', '10.1109/5.58326', '10.1145/1968.1972', '10.1145/76359.76371', '10.1162/neco.1989.1.1.151', '10.1016/0885-064x(88)90019-2', '10.1137/1116025', '10.1162/neco.1989.1.3.312', '10.1109/34.3915', '10.1209/0295-5075/4/10/020', '10.1109/5.58339', '10.1051/jphys:01989005002012100', '10.1209/0295-5075/11/7/018', '10.1088/0305-4470/22/12/004', '10.1103/physrevlett.64.2957', '10.1162/neco.1990.2.3.374', '10.1126/science.3175664']",0.629023,2
10.1007/978-1-4757-2440-0,The Nature of Statistical Learning Theory,Vladimir N. Vapnik,1995.0,,,2
10.1007/bf00115009,Learning to predict by the methods of temporal differences,Richard S. Sutton,1988.0,"['10.1207/s15516709cog0901_7', '10.1016/b978-0-934613-41-5.50014-3', '10.1109/tsmc.1983.6313077', '10.1007/bf00317987', '10.3758/bf03205056', '10.1016/0166-4328(86)90092-6', '10.21236/ada164453', '10.1147/rd.33.0210', '10.1037/0033-295x.88.2.135', '10.21236/ad0241531', '10.1016/s0019-9958(77)90354-0']",0.642801,2
10.1007/bf00993306,Asynchronous stochastic approximation and Q-learning,John N. Tsitsiklis,1994.0,"['10.1109/tac.1982.1102980', '10.1287/moor.16.3.580', '10.1007/978-1-4684-9352-8', '10.1080/17442508708833475', '10.1137/0325070', '10.1109/tac.1987.1104684', '10.1109/tac.1986.1104412']",0.636405,2
10.1007/bf00993978,TD(?) converges with probability 1,Peter Dayan; Terrence J. Sejnowski,1994.0,"['10.1007/978-3-642-75894-2', '10.1162/neco.1992.4.1.1', '10.1007/978-1-4684-9352-8', '10.1214/aoms/1177729586', '10.1147/rd.33.0210']",0.608253,2
10.1016/b978-1-55860-377-6.50040-2,Stable Function Approximation in Dynamic Programming,Geoffrey J. Gordon,1995.0,"['10.2307/2002797', '10.1090/qam/102435', '10.1214/aoms/1177700285', '10.1007/bf00992701', '10.1016/b978-1-55860-377-6.50040-2', '10.1162/neco.1994.6.6.1185', '10.1007/bf00992699', '10.1147/rd.33.0210', '10.1007/bf00993308', '10.1007/bf00115009', '10.1109/ijcnn.1990.137821', '10.1007/bf00993306', '10.1007/bf00992698', '10.1016/s0019-9958(77)90354-0']",0.636434,2
10.1162/neco.1995.7.2.270,A Counterexample to Temporal Differences Learning,Dimitri P. Bertsekas,1995.0,"['10.1007/bf00992701', '10.1162/neco.1991.3.2.226', '10.1007/bf00115009', '10.1007/bf00992697']",0.647403,2
10.1007/bf00114726,Reinforcement learning with replacing eligibility traces,Satinder P. Singh; Richard S. Sutton,1996.0,"['10.1109/21.229449', '10.1023/a:1022632907294', '10.1162/neco.1993.5.4.613', '10.1162/neco.1994.6.6.1185', '10.1023/a:1022628806385', '10.1109/5.58338', '10.1002/9780470316511', '10.1016/b978-1-55860-377-6.50072-4', '10.1016/b978-1-55860-307-3.50047-2', '10.1023/a:1022624705476', '10.2307/2002546', '10.1162/evco.1995.3.2.149']",0.608704,2
10.1007/bf00992698,Q-learning,Christopher J. C. H. Watkins; Peter Dayan,1992.0,"['10.1515/9781400874651', '10.1007/978-1-4684-9352-8', '10.1007/bf00992699', '10.1109/21.21595']",0.62826,2
10.1162/neco.1994.6.6.1185,On the Convergence of Stochastic Iterative Dynamic Programming Algorithms,Tommi Jaakkola; Michael I. Jordan; Satinder P. Singh,1994.0,"['10.1007/bf00992701', '10.1214/aoms/1177729586', '10.1007/bf00992698']",0.662937,2
10.1007/bf00114724,Feature-based methods for large scale dynamic programming,John N. Tsitsiklis; Benjamin van Roy,1996.0,"['10.1002/aic.690390108', '10.1016/0004-3702(94)00011-o', '10.2307/2002797', '10.1162/neco.1995.7.2.270', '10.1109/9.24227', '10.1162/neco.1994.6.6.1185', '10.1016/0004-3702(87)90051-8', '10.1109/5.58326', '10.1016/0022-247x(85)90317-8', '10.1287/moor.3.3.231']",0.608974,2
